x_0,y_0,z_0,tradewhen_0
0,,0,0
0,,0,0
0,-0.482347846,0,0
0,-1.574442718,0,0
0,0.790726526,0,0
0,-2.262948042,0,0
1,,0,0
0,-0.223596236,0,0
0,-0.890509893,0,0
0,,0,0
0,-0.966962863,0,0
0,,0,0
0,-0.539031457,0,0
0,-1.220947275,0,0
0,0.468824864,0,0
0,0.144416677,0,0
0,0.458821655,0,0
0,0.23196525,0,0
0,-0.413092135,0,0
0,-1.525707018,0,0
0,-0.356501952,0,0
0,0.512596143,0,0
0,-0.988310297,0,0
0,-0.861151689,0,0
0,-0.397518083,0,0
0,-0.475109585,0,0
0,0.387202594,0,0
0,-0.931969205,0,0
0,-1.241227211,0,0
0,-0.583375191,0,0
0,-0.515866755,0,0
0,0.349400337,0,0
0,-0.253603735,0,0
0,-1.111153122,0,0
0,-0.30782479,0,0
0,0.28194452,0,0
0,,0,0
0,1.591267485,0,0
0,,0,0
0,0.409344727,0,0
0,-0.24566739,0,0
0,1.762374912,0,0
0,,0,0
0,0.150039537,0,0
0,0.571308842,0,0
0,-0.284551947,0,0
0,2.410212451,0,0
0,,0,0
0,,0,0
0,-0.416442089,0,0
0,1.373160383,0,0
0,-0.369092208,0,0
0,-0.199066449,0,0
0,-0.784336405,0,0
0,0.247266618,0,0
0,0.506361635,0,0
0,,0,0
0,-0.604673058,0,0
0,0.641217665,0,0
0,,0,0
0,-1.836159995,0,0
0,0.369153018,0,0
1,-1.096259875,1,0
0,-0.919890316,0,0
1,0.385651807,0,0.385651807
0,-0.407459778,0,0.385651807
0,,1,0
0,,0,0
0,-0.222439054,0,0
0,1.928709385,0,0
0,-0.834871645,0,0
0,-0.753556287,0,0
0,-0.951675752,0,0
0,-0.288679103,0,0
0,1.055430638,0,0
0,1.453068339,0,0
1,1.535130787,1,0
0,-2.065377752,0,0
1,0.995654004,0,0.995654004
0,0.239837007,0,0.995654004
0,-0.134096904,0,0.995654004
0,-2.544322065,1,0
0,-1.392092297,0,0
0,-0.819761654,0,0
0,0.215346335,0,0
0,0.579553985,0,0
0,,0,0
0,0.733558652,0,0
0,-0.790466006,0,0
0,0.897118203,0,0
0,,0,0
0,0.726073015,0,0
0,0.615051028,0,0
0,,0,0
1,-0.155082104,0,-0.155082104
0,0.945866766,0,-0.155082104
0,,0,-0.155082104
1,-1.490194449,0,-1.490194449
0,0.507012079,0,-1.490194449
0,0.360960087,1,0
0,-1.392066875,0,0
1,2.50556356,0,2.50556356
1,,0,2.50556356
0,,0,2.50556356
0,-0.001630877,0,2.50556356
0,0.987899148,0,2.50556356
0,0.896350486,0,2.50556356
0,-0.05789777,0,2.50556356
0,-1.234192687,0,2.50556356
0,-0.454070817,0,2.50556356
0,0.437497601,0,2.50556356
0,0.368887773,0,2.50556356
0,-0.009724747,0,2.50556356
0,0.716571883,0,2.50556356
0,1.99682673,0,2.50556356
0,1.672953846,0,2.50556356
0,,0,2.50556356
0,-0.731954101,0,2.50556356
0,-0.356335483,0,2.50556356
0,0.366043249,0,2.50556356
0,,1,0
0,0.455954025,0,0
0,0.724632104,0,0
0,0.704480098,0,0
0,,0,0
0,,0,0
0,-0.785927271,0,0
0,0.616610484,0,0
1,,0,0
0,-0.230687414,0,0
0,-0.450920145,0,0
1,-0.129095869,0,-0.129095869
0,,0,-0.129095869
0,0.651420945,0,-0.129095869
0,1.067509642,0,-0.129095869
0,,0,-0.129095869
0,-1.765160857,0,-0.129095869
0,-1.19096879,0,-0.129095869
0,1.233298049,1,0
0,-0.01921281,0,0
0,,0,0
0,-1.045327947,0,0
0,0.018849047,0,0
0,0.486963321,0,0
0,,0,0
0,0.657707594,0,0
0,0.48233814,0,0
0,,0,0
0,0.224552969,0,0
0,-0.809647443,0,0
0,-0.581747116,0,0
0,-0.214110592,0,0
0,1.129171962,0,0
0,-0.333533319,0,0
1,-0.659497357,0,-0.659497357
0,-1.34428552,0,-0.659497357
0,1.354400205,0,-0.659497357
0,0.443597033,0,-0.659497357
0,0.59249248,0,-0.659497357
0,,1,0
0,-0.803126337,0,0
0,2.664517391,0,0
0,,0,0
0,0.580964226,0,0
0,0.84140944,0,0
0,0.014577973,0,0
0,-0.124621249,0,0
0,-1.991504,0,0
0,-0.695490647,0,0
0,,0,0
0,-0.322639973,0,0
0,0.231987693,0,0
0,,0,0
0,,0,0
0,-0.697181509,0,0
0,1.230628272,0,0
0,,0,0
0,1.891946189,0,0
0,,0,0
0,0.09408406,0,0
1,-0.762019168,0,-0.762019168
0,,0,-0.762019168
0,1.763280338,0,-0.762019168
0,,0,-0.762019168
0,-0.680088644,0,-0.762019168
0,,0,-0.762019168
0,,0,-0.762019168
0,-0.998192724,0,-0.762019168
0,-1.440492305,0,-0.762019168
0,1.070655435,0,-0.762019168
0,-0.797934701,0,-0.762019168
0,,0,-0.762019168
0,-0.280117656,0,-0.762019168
1,-0.455572888,0,-0.455572888
0,-1.089467332,1,0
0,-0.056373421,0,0
0,-1.02034496,0,0
0,1.325586313,0,0
0,,0,0
0,-0.478303598,0,0
0,,0,0
0,0.847065602,0,0
0,,0,0
0,0.333974044,0,0
0,,0,0
0,-0.571137277,0,0
0,0.224318469,0,0
0,-0.489170901,1,0
0,0.525681496,0,0
0,,0,0
0,-0.23483268,0,0
0,,0,0
0,-1.685615441,0,0
0,0.1651339,0,0
0,-1.202025979,0,0
0,-0.888608021,0,0
1,0.096576886,0,0.096576886
0,0.087776073,0,0.096576886
0,0.822472501,0,0.096576886
0,,0,0.096576886
0,,0,0.096576886
0,-0.310157267,0,0.096576886
0,1.868117296,0,0.096576886
0,-0.53227383,0,0.096576886
0,-1.306097935,0,0.096576886
0,0.858286986,0,0.096576886
0,-0.039709055,0,0.096576886
0,0.411178984,0,0.096576886
1,0.318697779,0,0.318697779
0,,0,0.318697779
0,1.180870551,0,0.318697779
0,-0.697183269,0,0.318697779
0,-0.104328819,0,0.318697779
0,-0.363787608,0,0.318697779
0,-1.153989165,0,0.318697779
0,-0.201479882,1,0
0,,0,0
0,-0.759575465,0,0
0,-0.775186472,0,0
0,0.482734401,0,0
0,1.21796203,0,0
0,1.233761848,0,0
0,0.701190466,0,0
0,-0.860931785,0,0
0,0.083922535,1,0
0,0.861666187,0,0
0,,0,0
0,1.32892992,0,0
0,1.283150215,0,0
0,-1.103082447,0,0
0,0.852995456,0,0
0,-0.263464055,0,0
0,-1.250361835,0,0
1,,0,0
1,-0.735727221,0,-0.735727221
0,-0.977652458,0,-0.735727221
1,0.130388669,0,0.130388669
0,0.256927381,0,0.130388669
0,0.754550935,0,0.130388669
0,-2.96571474,0,0.130388669
0,-1.182096656,1,0
0,,0,0
0,0.681148401,0,0
0,1.233598164,0,0
0,-0.985163161,0,0
0,,0,0
0,,0,0
0,-0.894367122,0,0
0,0.565052191,1,0
0,-1.291568853,0,0
0,0.396677813,0,0
0,-0.938136514,0,0
0,-0.643994622,0,0
0,0.507992637,0,0
0,-1.293284021,0,0
0,0.421712382,0,0
0,0.639086462,0,0
0,-0.567389511,0,0
0,1.579445697,0,0
0,,0,0
0,0.901056284,0,0
0,-0.683517909,1,0
0,0.488148718,0,0
0,,0,0
0,,0,0
0,-1.388448159,0,0
0,,1,0
1,,0,0
0,1.015286722,0,0
0,-0.061050506,0,0
0,-1.749103968,0,0
0,0.222137827,0,0
0,-1.257106916,0,0
0,,0,0
0,0.579107945,0,0
0,-0.470955843,0,0
0,-0.231056897,0,0
0,-0.874014005,0,0
1,0.60500806,0,0.60500806
0,0.749674114,0,0.60500806
0,-0.731960692,0,0.60500806
0,0.600776994,0,0.60500806
0,-0.457790785,0,0.60500806
0,,0,0.60500806
0,,0,0.60500806
0,0.581974366,0,0.60500806
0,0.327509095,0,0.60500806
1,-0.3471115,0,-0.3471115
0,-0.231391312,0,-0.3471115
0,-0.278938938,0,-0.3471115
0,0.868634882,0,-0.3471115
0,0.558469311,0,-0.3471115
0,,0,-0.3471115
0,0.153599526,0,-0.3471115
0,-1.374991336,0,-0.3471115
0,2.838826156,0,-0.3471115
0,0.355374034,0,-0.3471115
0,-0.765202951,0,-0.3471115
0,0.69052953,0,-0.3471115
0,0.08415044,0,-0.3471115
0,0.408061956,0,-0.3471115
0,-1.131720722,0,-0.3471115
0,,1,0
0,-2.405429686,0,0
0,,0,0
0,-0.035735269,0,0
0,-0.751806132,0,0
0,-0.279441848,0,0
0,0.692995049,0,0
0,-1.030123416,0,0
1,-1.634149038,0,-1.634149038
0,,0,-1.634149038
1,0.057197928,0,0.057197928
0,,0,0.057197928
0,0.037377997,1,0
0,0.679628019,0,0
0,,0,0
0,0.42926281,0,0
0,0.088258985,0,0
0,-0.416564442,0,0
0,0.444946761,0,0
0,0.118199939,0,0
0,-1.677384902,0,0
0,0.730722716,0,0
0,-0.536760621,0,0
0,,0,0
0,0.104330289,0,0
1,,0,0
0,0.900330054,0,0
0,1.503103055,0,0
0,-2.187404668,0,0
0,,0,0
0,-0.035090906,0,0
0,0.288742788,0,0
1,-0.019231075,0,-0.019231075
0,0.13056905,0,-0.019231075
0,,0,-0.019231075
1,,0,-0.019231075
0,1.326263309,0,-0.019231075
0,1.5568433,0,-0.019231075
0,,0,-0.019231075
0,-0.481408647,0,-0.019231075
0,0.210313087,0,-0.019231075
1,-0.367980492,0,-0.367980492
1,0.785384236,0,0.785384236
0,0.470765904,0,0.785384236
1,0.605913035,0,0.605913035
0,-1.500469049,0,0.605913035
0,0.425936912,0,0.605913035
0,-0.960477407,0,0.605913035
0,-0.326160938,0,0.605913035
0,-1.455444835,0,0.605913035
0,-1.559139072,1,0
0,,0,0
0,0.518609887,0,0
0,0.610666042,0,0
0,-1.873609899,0,0
0,1.171901617,0,0
1,-0.820004077,0,-0.820004077
0,,0,-0.820004077
1,0.517294743,0,0.517294743
1,-0.524158811,0,-0.524158811
0,-0.276560987,0,-0.524158811
0,1.175295918,0,-0.524158811
0,2.010610272,0,-0.524158811
1,0.614863235,0,0.614863235
0,-1.331655719,1,0
0,-0.18293249,0,0
0,-1.536011562,0,0
0,-0.47809513,0,0
0,0.20753703,0,0
0,0.1060278,0,0
0,-1.463681409,0,0
0,0.650008138,0,0
0,1.449161158,0,0
0,2.811304321,0,0
0,-0.654769183,0,0
0,-0.328345074,0,0
0,1.609477836,0,0
0,0.993597049,0,0
0,-0.826024645,0,0
0,,1,0
0,1.006293126,0,0
0,-1.392195391,0,0
1,,0,0
0,0.356070557,0,0
0,,0,0
0,0.176165019,0,0
0,0.232358011,0,0
0,,0,0
0,-0.182717629,0,0
0,,0,0
1,0.480614728,0,0.480614728
0,-2.812072468,0,0.480614728
0,0.628744083,0,0.480614728
0,-0.984410374,0,0.480614728
0,-0.504156822,0,0.480614728
0,1.227392105,0,0.480614728
0,,0,0.480614728
0,,0,0.480614728
0,1.122639331,0,0.480614728
0,0.315130835,0,0.480614728
0,0.155431315,0,0.480614728
0,-1.279224478,0,0.480614728
0,0.310287038,0,0.480614728
1,,0,0.480614728
0,,0,0.480614728
0,-0.766670636,0,0.480614728
0,-1.494957402,0,0.480614728
0,-0.20885082,0,0.480614728
0,,0,0.480614728
0,0.070694536,0,0.480614728
1,-0.73808113,0,-0.73808113
0,,0,-0.73808113
0,-0.446417182,0,-0.73808113
0,-0.615569463,0,-0.73808113
0,1.392440585,0,-0.73808113
0,-0.263954103,0,-0.73808113
0,-1.922993896,0,-0.73808113
0,,0,-0.73808113
0,0.541994075,0,-0.73808113
0,-0.994540181,0,-0.73808113
0,0.066121289,1,0
0,,1,0
0,0.213932977,0,0
0,-0.039196859,0,0
0,0.497956018,1,0
0,1.738664408,0,0
1,-0.383987454,0,-0.383987454
0,0.835353728,0,-0.383987454
0,,0,-0.383987454
0,-0.868917427,0,-0.383987454
1,-0.978683263,1,0
0,,0,0
0,-0.030230463,0,0
0,-1.543401316,0,0
0,1.128306231,1,0
0,1.438487206,0,0
0,0.69687244,0,0
0,,0,0
0,,0,0
0,-0.909097612,0,0
0,-0.601231558,0,0
0,,0,0
1,0.100738982,0,0.100738982
1,,0,0.100738982
0,-0.835523743,0,0.100738982
0,,0,0.100738982
0,1.414116906,0,0.100738982
0,-2.535074584,1,0
1,0.423452099,0,0.423452099
0,-0.064144136,0,0.423452099
0,-0.945855425,0,0.423452099
0,-1.103360111,0,0.423452099
0,0.851183355,0,0.423452099
0,,1,0
0,,1,0
0,0.876743295,1,0
0,,0,0
0,0.034567615,0,0
0,,0,0
0,-0.92844504,0,0
0,1.82916457,0,0
0,,0,0
0,-0.472538244,0,0
0,0.729948589,0,0
0,-0.503557097,0,0
0,0.932489234,0,0
1,-1.08560652,0,-1.08560652
0,,0,-1.08560652
0,0.681974136,1,0
0,0.228887457,0,0
0,-1.673036097,0,0
0,,0,0
1,-1.176004261,0,-1.176004261
0,,0,-1.176004261
0,0.411197238,0,-1.176004261
0,0.501059966,0,-1.176004261
0,0.917154191,0,-1.176004261
0,,0,-1.176004261
0,-1.976310708,0,-1.176004261
0,1.120100307,0,-1.176004261
0,-0.202444484,0,-1.176004261
0,0.821936909,0,-1.176004261
0,,0,-1.176004261
0,0.312536064,0,-1.176004261
0,-1.703336939,0,-1.176004261
0,0.206520519,0,-1.176004261
0,0.429092818,0,-1.176004261
0,1.439846344,0,-1.176004261
0,0.276230894,0,-1.176004261
0,-0.631247234,0,-1.176004261
0,0.799106059,0,-1.176004261
0,0.741803911,0,-1.176004261
0,,0,-1.176004261
0,-2.134384314,0,-1.176004261
0,0.355147294,0,-1.176004261
0,2.122617376,0,-1.176004261
0,0.036568875,0,-1.176004261
0,,0,-1.176004261
0,-0.354163494,0,-1.176004261
0,-0.700854213,1,0
0,0.084407527,0,0
0,0.332611049,0,0
0,-0.81000056,0,0
0,-2.407087358,0,0
0,,0,0
0,-2.560639024,0,0
1,1.146375194,0,1.146375194
1,-1.607209304,0,-1.607209304
0,-0.329463439,0,-1.607209304
0,,0,-1.607209304
1,-0.518143546,0,-0.518143546
0,-0.389978913,0,-0.518143546
0,-1.114092746,0,-0.518143546
0,-2.279188819,0,-0.518143546
0,,0,-0.518143546
0,0.421742206,0,-0.518143546
0,-0.916373871,0,-0.518143546
0,-0.391362203,0,-0.518143546
0,2.101323994,0,-0.518143546
0,0.629182275,1,0
0,1.455451617,0,0
1,,0,0
0,-0.324023932,0,0
0,1.03731747,0,0
0,1.784656957,0,0
1,-0.864955498,0,-0.864955498
0,-0.925904536,0,-0.864955498
0,,0,-0.864955498
0,0.386191818,0,-0.864955498
0,,0,-0.864955498
0,,0,-0.864955498
0,-0.825057457,0,-0.864955498
0,0.075292296,0,-0.864955498
0,-1.333373458,0,-0.864955498
0,-0.84258809,0,-0.864955498
0,0.309020121,0,-0.864955498
0,0.605032955,0,-0.864955498
1,-0.822025906,0,-0.822025906
0,0.224722871,0,-0.822025906
0,0.408841241,0,-0.822025906
0,,0,-0.822025906
0,0.043690403,0,-0.822025906
0,0.596634452,0,-0.822025906
1,0.119015534,0,0.119015534
0,-0.810625803,0,0.119015534
0,0.405894354,0,0.119015534
0,0.088170245,0,0.119015534
0,0.870329332,0,0.119015534
0,-0.532507793,0,0.119015534
0,-0.884528076,0,0.119015534
0,-2.900135825,0,0.119015534
0,0.126441472,0,0.119015534
0,-0.894839398,0,0.119015534
0,-0.262708142,1,0
0,1.080646487,0,0
0,,0,0
0,-0.242907102,0,0
0,1.990907055,0,0
0,-0.76491701,0,0
1,,0,0
0,2.949247312,0,0
0,0.665225008,0,0
0,,0,0
0,-0.157279485,1,0
0,1.539925858,0,0
0,0.359852696,0,0
1,,0,0
1,0.657008662,0,0.657008662
0,0.00088642,0,0.657008662
0,-0.098688398,0,0.657008662
0,-0.042714742,0,0.657008662
0,-0.681246174,0,0.657008662
0,,0,0.657008662
0,-1.456232134,0,0.657008662
0,-0.858359386,0,0.657008662
0,,0,0.657008662
1,,0,0.657008662
0,,0,0.657008662
0,1.629468868,0,0.657008662
0,,0,0.657008662
0,-1.36732815,1,0
0,-1.686364276,0,0
0,-0.721543961,0,0
0,,0,0
0,-0.300547487,0,0
0,0.713905817,0,0
0,1.078066121,0,0
0,,0,0
0,-0.107601133,0,0
0,,0,0
0,0.221565039,0,0
0,1.327595852,0,0
0,,0,0
0,-0.734770635,0,0
0,,0,0
0,-0.531542559,0,0
0,,0,0
0,0.649448843,0,0
0,1.331363839,0,0
0,-0.373021388,0,0
0,0.437353451,0,0
0,-0.238930196,0,0
0,-1.363081759,0,0
0,0.638309399,0,0
0,,0,0
0,-2.380894134,0,0
0,-1.380082583,0,0
0,,0,0
1,,0,0
0,-0.633187736,0,0
0,1.118445393,0,0
0,1.096764057,0,0
0,,0,0
0,-0.700124255,0,0
1,,0,0
0,,0,0
0,-0.615831366,0,0
0,0.815285289,0,0
0,2.375081521,0,0
0,,0,0
0,,1,0
0,0.009672558,0,0
1,,1,0
0,0.655194209,0,0
0,,0,0
0,-1.137278229,0,0
0,-1.129202505,0,0
1,,0,0
1,0.608433072,0,0.608433072
0,-3.103715088,0,0.608433072
0,-0.062988973,0,0.608433072
0,-1.713070501,0,0.608433072
0,0.497492804,0,0.608433072
0,,0,0.608433072
0,-2.179825204,0,0.608433072
0,0.578301462,1,0
0,-0.105649572,0,0
0,-1.364555806,0,0
0,-0.620829993,0,0
0,2.462754543,0,0
0,0.553425211,0,0
0,-0.572137544,0,0
0,0.17739978,0,0
0,-0.514180277,0,0
0,0.092439501,0,0
0,0.077691448,0,0
0,,0,0
0,-1.36821747,0,0
0,-1.857254097,0,0
0,0.445144815,0,0
0,0.327378112,0,0
0,0.768026064,0,0
0,-0.275436232,0,0
0,-1.412570592,0,0
1,-0.245547044,0,-0.245547044
1,1.212657416,0,1.212657416
0,0.075379307,0,1.212657416
0,,0,1.212657416
0,-0.360553313,0,1.212657416
0,-0.054421867,0,1.212657416
0,-0.804608524,0,1.212657416
1,-0.59507995,0,-0.59507995
0,0.704713529,0,-0.59507995
0,1.971006166,0,-0.59507995
0,-1.694335223,0,-0.59507995
0,-0.99068359,0,-0.59507995
0,0.212647654,0,-0.59507995
0,-0.932329441,0,-0.59507995
0,-0.623682108,0,-0.59507995
0,-0.327714115,0,-0.59507995
0,0.521671864,0,-0.59507995
0,,0,-0.59507995
0,,0,-0.59507995
1,-0.063751551,0,-0.063751551
0,,0,-0.063751551
0,0.472936477,0,-0.063751551
0,0.88967739,0,-0.063751551
0,0.483951369,1,0
0,-0.422900394,0,0
0,,0,0
0,,0,0
0,-0.621595684,0,0
0,-0.960739231,0,0
0,1.940396547,0,0
0,,0,0
0,-0.140671277,0,0
0,,0,0
0,2.266009727,0,0
0,0.946488904,0,0
0,,0,0
0,0.686089465,0,0
0,-1.125824257,0,0
1,0.767766204,0,0.767766204
0,-0.844436399,0,0.767766204
0,,0,0.767766204
0,-0.826085544,0,0.767766204
0,-0.805736004,0,0.767766204
0,-0.692294707,0,0.767766204
0,-1.068316784,0,0.767766204
1,-0.600240879,0,-0.600240879
0,-1.226836294,0,-0.600240879
0,,0,-0.600240879
0,0.449563617,0,-0.600240879
1,-1.74204396,0,-1.74204396
0,,0,-1.74204396
0,1.170554371,0,-1.74204396
0,0.385286162,0,-1.74204396
0,1.377640715,0,-1.74204396
0,,0,-1.74204396
0,-0.795176367,0,-1.74204396
0,0.455355064,0,-1.74204396
0,,0,-1.74204396
0,-1.15373692,0,-1.74204396
0,,0,-1.74204396
0,-0.282871882,1,0
0,0.363332678,0,0
0,,0,0
0,-1.320372507,0,0
0,-0.769868308,0,0
0,2.42209137,0,0
0,0.083592685,0,0
1,-0.358265599,0,-0.358265599
0,1.613122568,0,-0.358265599
0,-1.01877827,0,-0.358265599
0,,0,-0.358265599
0,,0,-0.358265599
0,0.260563492,0,-0.358265599
0,,0,-0.358265599
0,-0.820093434,0,-0.358265599
0,-1.439730225,0,-0.358265599
0,-1.122351559,0,-0.358265599
0,-0.007991135,0,-0.358265599
0,-0.147119737,0,-0.358265599
0,-1.51459913,0,-0.358265599
0,0.348821745,0,-0.358265599
0,-0.036646932,0,-0.358265599
0,-1.852045314,0,-0.358265599
0,-0.109647819,0,-0.358265599
0,-0.790475212,0,-0.358265599
0,1.057294649,1,0
0,-1.04082774,0,0
0,-1.355342816,0,0
0,1.264500114,0,0
0,2.3954595,0,0
0,,0,0
0,,0,0
0,-0.271625913,0,0
0,0.612255428,0,0
0,-0.022816668,0,0
0,-1.899813391,1,0
0,0.256684306,0,0
0,1.32216565,0,0
0,0.577371327,0,0
0,,0,0
0,-0.842330616,0,0
0,-0.629034812,0,0
0,,0,0
0,0.720704665,0,0
0,0.859000804,0,0
0,0.678457269,0,0
0,-1.030068344,0,0
0,-0.013915889,0,0
0,-0.133952257,0,0
1,-0.040507237,0,-0.040507237
0,-0.054934985,0,-0.040507237
0,-0.767841262,0,-0.040507237
1,-0.762288233,0,-0.762288233
0,1.013694299,0,-0.762288233
1,0.388817803,0,0.388817803
0,0.884373599,0,0.388817803
0,-0.109275837,0,0.388817803
0,-0.424361679,0,0.388817803
0,0.238562231,0,0.388817803
0,0.363000038,0,0.388817803
0,1.369132811,0,0.388817803
0,-1.176818972,0,0.388817803
0,1.745890638,0,0.388817803
0,1.137545514,0,0.388817803
0,0.154548142,0,0.388817803
1,,0,0.388817803
0,2.230759215,0,0.388817803
0,0.612365366,0,0.388817803
1,1.158054675,0,1.158054675
0,-0.114810738,0,1.158054675
0,,0,1.158054675
0,1.592557342,0,1.158054675
0,0.98584605,0,1.158054675
0,1.881881706,0,1.158054675
0,-0.586683129,0,1.158054675
1,,0,1.158054675
0,,0,1.158054675
0,-0.767402274,0,1.158054675
0,2.227469582,0,1.158054675
0,-0.021491552,0,1.158054675
0,-0.063347437,0,1.158054675
0,0.210639121,1,0
0,-0.22125891,0,0
0,0.468501719,0,0
